x_start 	 x_end	 y_start	 y_end	 Original_image	 ROI_image  
60291 	 60890	 2660	 3259	 Image_CTE6489_3_mm - Z 20x	 12_img_1_2.tif  
60890 	 61489	 2660	 3259	 Image_CTE6489_3_mm - Z 20x	 12_img_1_3.tif  
61489 	 62088	 2660	 3259	 Image_CTE6489_3_mm - Z 20x	 12_img_1_4.tif  
60291 	 60890	 3259	 3858	 Image_CTE6489_3_mm - Z 20x	 12_img_2_2.tif  
60890 	 61489	 3259	 3858	 Image_CTE6489_3_mm - Z 20x	 12_img_2_3.tif  
61489 	 62088	 3259	 3858	 Image_CTE6489_3_mm - Z 20x	 12_img_2_4.tif  
62088 	 62687	 3259	 3858	 Image_CTE6489_3_mm - Z 20x	 12_img_2_5.tif  
62687 	 63286	 3259	 3858	 Image_CTE6489_3_mm - Z 20x	 12_img_2_6.tif  
59692 	 60291	 3858	 4457	 Image_CTE6489_3_mm - Z 20x	 12_img_3_1.tif  
60291 	 60890	 3858	 4457	 Image_CTE6489_3_mm - Z 20x	 12_img_3_2.tif  
60890 	 61489	 3858	 4457	 Image_CTE6489_3_mm - Z 20x	 12_img_3_3.tif  
61489 	 62088	 3858	 4457	 Image_CTE6489_3_mm - Z 20x	 12_img_3_4.tif  
62088 	 62687	 3858	 4457	 Image_CTE6489_3_mm - Z 20x	 12_img_3_5.tif  
62687 	 63286	 3858	 4457	 Image_CTE6489_3_mm - Z 20x	 12_img_3_6.tif  
63286 	 63885	 3858	 4457	 Image_CTE6489_3_mm - Z 20x	 12_img_3_7.tif  
59692 	 60291	 4457	 5056	 Image_CTE6489_3_mm - Z 20x	 12_img_4_1.tif  
60291 	 60890	 4457	 5056	 Image_CTE6489_3_mm - Z 20x	 12_img_4_2.tif  
60890 	 61489	 4457	 5056	 Image_CTE6489_3_mm - Z 20x	 12_img_4_3.tif  
61489 	 62088	 4457	 5056	 Image_CTE6489_3_mm - Z 20x	 12_img_4_4.tif  
62088 	 62687	 4457	 5056	 Image_CTE6489_3_mm - Z 20x	 12_img_4_5.tif  
62687 	 63286	 4457	 5056	 Image_CTE6489_3_mm - Z 20x	 12_img_4_6.tif  
63286 	 63885	 4457	 5056	 Image_CTE6489_3_mm - Z 20x	 12_img_4_7.tif  
59692 	 60291	 5056	 5655	 Image_CTE6489_3_mm - Z 20x	 12_img_5_1.tif  
60291 	 60890	 5056	 5655	 Image_CTE6489_3_mm - Z 20x	 12_img_5_2.tif  
60890 	 61489	 5056	 5655	 Image_CTE6489_3_mm - Z 20x	 12_img_5_3.tif  
61489 	 62088	 5056	 5655	 Image_CTE6489_3_mm - Z 20x	 12_img_5_4.tif  
62088 	 62687	 5056	 5655	 Image_CTE6489_3_mm - Z 20x	 12_img_5_5.tif  
62687 	 63286	 5056	 5655	 Image_CTE6489_3_mm - Z 20x	 12_img_5_6.tif  
60291 	 60890	 5655	 6254	 Image_CTE6489_3_mm - Z 20x	 12_img_6_2.tif  
60890 	 61489	 5655	 6254	 Image_CTE6489_3_mm - Z 20x	 12_img_6_3.tif  
61489 	 62088	 5655	 6254	 Image_CTE6489_3_mm - Z 20x	 12_img_6_4.tif  
62088 	 62687	 5655	 6254	 Image_CTE6489_3_mm - Z 20x	 12_img_6_5.tif  
61489 	 62088	 6254	 6853	 Image_CTE6489_3_mm - Z 20x	 12_img_7_4.tif  
