x_start 	 x_end	 y_start	 y_end	 Original_image	 ROI_image  
63042 	 63641	 20573	 21172	 Image_NC21499_3mm - Z 20x	 16_img_1_2.tif  
63641 	 64240	 20573	 21172	 Image_NC21499_3mm - Z 20x	 16_img_1_3.tif  
64240 	 64839	 20573	 21172	 Image_NC21499_3mm - Z 20x	 16_img_1_4.tif  
64839 	 65438	 20573	 21172	 Image_NC21499_3mm - Z 20x	 16_img_1_5.tif  
65438 	 66037	 20573	 21172	 Image_NC21499_3mm - Z 20x	 16_img_1_6.tif  
66037 	 66636	 20573	 21172	 Image_NC21499_3mm - Z 20x	 16_img_1_7.tif  
66636 	 67235	 20573	 21172	 Image_NC21499_3mm - Z 20x	 16_img_1_8.tif  
67235 	 67834	 20573	 21172	 Image_NC21499_3mm - Z 20x	 16_img_1_9.tif  
67834 	 68433	 20573	 21172	 Image_NC21499_3mm - Z 20x	 16_img_1_10.tif  
62443 	 63042	 21172	 21771	 Image_NC21499_3mm - Z 20x	 16_img_2_1.tif  
63042 	 63641	 21172	 21771	 Image_NC21499_3mm - Z 20x	 16_img_2_2.tif  
63641 	 64240	 21172	 21771	 Image_NC21499_3mm - Z 20x	 16_img_2_3.tif  
64240 	 64839	 21172	 21771	 Image_NC21499_3mm - Z 20x	 16_img_2_4.tif  
64839 	 65438	 21172	 21771	 Image_NC21499_3mm - Z 20x	 16_img_2_5.tif  
65438 	 66037	 21172	 21771	 Image_NC21499_3mm - Z 20x	 16_img_2_6.tif  
66037 	 66636	 21172	 21771	 Image_NC21499_3mm - Z 20x	 16_img_2_7.tif  
66636 	 67235	 21172	 21771	 Image_NC21499_3mm - Z 20x	 16_img_2_8.tif  
67235 	 67834	 21172	 21771	 Image_NC21499_3mm - Z 20x	 16_img_2_9.tif  
67834 	 68433	 21172	 21771	 Image_NC21499_3mm - Z 20x	 16_img_2_10.tif  
62443 	 63042	 21771	 22370	 Image_NC21499_3mm - Z 20x	 16_img_3_1.tif  
63042 	 63641	 21771	 22370	 Image_NC21499_3mm - Z 20x	 16_img_3_2.tif  
63641 	 64240	 21771	 22370	 Image_NC21499_3mm - Z 20x	 16_img_3_3.tif  
64240 	 64839	 21771	 22370	 Image_NC21499_3mm - Z 20x	 16_img_3_4.tif  
64839 	 65438	 21771	 22370	 Image_NC21499_3mm - Z 20x	 16_img_3_5.tif  
65438 	 66037	 21771	 22370	 Image_NC21499_3mm - Z 20x	 16_img_3_6.tif  
66037 	 66636	 21771	 22370	 Image_NC21499_3mm - Z 20x	 16_img_3_7.tif  
66636 	 67235	 21771	 22370	 Image_NC21499_3mm - Z 20x	 16_img_3_8.tif  
67235 	 67834	 21771	 22370	 Image_NC21499_3mm - Z 20x	 16_img_3_9.tif  
67834 	 68433	 21771	 22370	 Image_NC21499_3mm - Z 20x	 16_img_3_10.tif  
62443 	 63042	 22370	 22969	 Image_NC21499_3mm - Z 20x	 16_img_4_1.tif  
63042 	 63641	 22370	 22969	 Image_NC21499_3mm - Z 20x	 16_img_4_2.tif  
63641 	 64240	 22370	 22969	 Image_NC21499_3mm - Z 20x	 16_img_4_3.tif  
64240 	 64839	 22370	 22969	 Image_NC21499_3mm - Z 20x	 16_img_4_4.tif  
64839 	 65438	 22370	 22969	 Image_NC21499_3mm - Z 20x	 16_img_4_5.tif  
65438 	 66037	 22370	 22969	 Image_NC21499_3mm - Z 20x	 16_img_4_6.tif  
66037 	 66636	 22370	 22969	 Image_NC21499_3mm - Z 20x	 16_img_4_7.tif  
66636 	 67235	 22370	 22969	 Image_NC21499_3mm - Z 20x	 16_img_4_8.tif  
67235 	 67834	 22370	 22969	 Image_NC21499_3mm - Z 20x	 16_img_4_9.tif  
67834 	 68433	 22370	 22969	 Image_NC21499_3mm - Z 20x	 16_img_4_10.tif  
63042 	 63641	 22969	 23568	 Image_NC21499_3mm - Z 20x	 16_img_5_2.tif  
63641 	 64240	 22969	 23568	 Image_NC21499_3mm - Z 20x	 16_img_5_3.tif  
64240 	 64839	 22969	 23568	 Image_NC21499_3mm - Z 20x	 16_img_5_4.tif  
64839 	 65438	 22969	 23568	 Image_NC21499_3mm - Z 20x	 16_img_5_5.tif  
65438 	 66037	 22969	 23568	 Image_NC21499_3mm - Z 20x	 16_img_5_6.tif  
66037 	 66636	 22969	 23568	 Image_NC21499_3mm - Z 20x	 16_img_5_7.tif  
66636 	 67235	 22969	 23568	 Image_NC21499_3mm - Z 20x	 16_img_5_8.tif  
67235 	 67834	 22969	 23568	 Image_NC21499_3mm - Z 20x	 16_img_5_9.tif  
63641 	 64240	 23568	 24167	 Image_NC21499_3mm - Z 20x	 16_img_6_3.tif  
64240 	 64839	 23568	 24167	 Image_NC21499_3mm - Z 20x	 16_img_6_4.tif  
64839 	 65438	 23568	 24167	 Image_NC21499_3mm - Z 20x	 16_img_6_5.tif  
