x_start 	 x_end	 y_start	 y_end	 Original_image	 ROI_image  
74665 	 75264	 21973	 22572	 Image_NC7597_2mm - Z 20x	 15_img_1_2.tif  
75264 	 75863	 21973	 22572	 Image_NC7597_2mm - Z 20x	 15_img_1_3.tif  
75863 	 76462	 21973	 22572	 Image_NC7597_2mm - Z 20x	 15_img_1_4.tif  
76462 	 77061	 21973	 22572	 Image_NC7597_2mm - Z 20x	 15_img_1_5.tif  
77061 	 77660	 21973	 22572	 Image_NC7597_2mm - Z 20x	 15_img_1_6.tif  
74066 	 74665	 22572	 23171	 Image_NC7597_2mm - Z 20x	 15_img_2_1.tif  
74665 	 75264	 22572	 23171	 Image_NC7597_2mm - Z 20x	 15_img_2_2.tif  
75264 	 75863	 22572	 23171	 Image_NC7597_2mm - Z 20x	 15_img_2_3.tif  
75863 	 76462	 22572	 23171	 Image_NC7597_2mm - Z 20x	 15_img_2_4.tif  
76462 	 77061	 22572	 23171	 Image_NC7597_2mm - Z 20x	 15_img_2_5.tif  
77061 	 77660	 22572	 23171	 Image_NC7597_2mm - Z 20x	 15_img_2_6.tif  
74066 	 74665	 23171	 23770	 Image_NC7597_2mm - Z 20x	 15_img_3_1.tif  
74665 	 75264	 23171	 23770	 Image_NC7597_2mm - Z 20x	 15_img_3_2.tif  
75264 	 75863	 23171	 23770	 Image_NC7597_2mm - Z 20x	 15_img_3_3.tif  
75863 	 76462	 23171	 23770	 Image_NC7597_2mm - Z 20x	 15_img_3_4.tif  
76462 	 77061	 23171	 23770	 Image_NC7597_2mm - Z 20x	 15_img_3_5.tif  
77061 	 77660	 23171	 23770	 Image_NC7597_2mm - Z 20x	 15_img_3_6.tif  
74066 	 74665	 23770	 24369	 Image_NC7597_2mm - Z 20x	 15_img_4_1.tif  
74665 	 75264	 23770	 24369	 Image_NC7597_2mm - Z 20x	 15_img_4_2.tif  
75264 	 75863	 23770	 24369	 Image_NC7597_2mm - Z 20x	 15_img_4_3.tif  
75863 	 76462	 23770	 24369	 Image_NC7597_2mm - Z 20x	 15_img_4_4.tif  
76462 	 77061	 23770	 24369	 Image_NC7597_2mm - Z 20x	 15_img_4_5.tif  
77061 	 77660	 23770	 24369	 Image_NC7597_2mm - Z 20x	 15_img_4_6.tif  
74665 	 75264	 24369	 24968	 Image_NC7597_2mm - Z 20x	 15_img_5_2.tif  
75264 	 75863	 24369	 24968	 Image_NC7597_2mm - Z 20x	 15_img_5_3.tif  
75863 	 76462	 24369	 24968	 Image_NC7597_2mm - Z 20x	 15_img_5_4.tif  
76462 	 77061	 24369	 24968	 Image_NC7597_2mm - Z 20x	 15_img_5_5.tif  
75264 	 75863	 24968	 25567	 Image_NC7597_2mm - Z 20x	 15_img_6_3.tif  
75863 	 76462	 24968	 25567	 Image_NC7597_2mm - Z 20x	 15_img_6_4.tif  
76462 	 77061	 24968	 25567	 Image_NC7597_2mm - Z 20x	 15_img_6_5.tif  
75264 	 75863	 25567	 26166	 Image_NC7597_2mm - Z 20x	 15_img_7_3.tif  
75863 	 76462	 25567	 26166	 Image_NC7597_2mm - Z 20x	 15_img_7_4.tif  
