x_start 	 x_end	 y_start	 y_end	 Original_image	 ROI_image  
80295 	 80894	 7449	 8048	 Image_CTE7019_2mm - Z 20x	 07_img_3_15.tif  
71909 	 72508	 8048	 8647	 Image_CTE7019_2mm - Z 20x	 07_img_4_1.tif  
72508 	 73107	 8048	 8647	 Image_CTE7019_2mm - Z 20x	 07_img_4_2.tif  
73107 	 73706	 8048	 8647	 Image_CTE7019_2mm - Z 20x	 07_img_4_3.tif  
73706 	 74305	 8048	 8647	 Image_CTE7019_2mm - Z 20x	 07_img_4_4.tif  
74305 	 74904	 8048	 8647	 Image_CTE7019_2mm - Z 20x	 07_img_4_5.tif  
74904 	 75503	 8048	 8647	 Image_CTE7019_2mm - Z 20x	 07_img_4_6.tif  
75503 	 76102	 8048	 8647	 Image_CTE7019_2mm - Z 20x	 07_img_4_7.tif  
76102 	 76701	 8048	 8647	 Image_CTE7019_2mm - Z 20x	 07_img_4_8.tif  
76701 	 77300	 8048	 8647	 Image_CTE7019_2mm - Z 20x	 07_img_4_9.tif  
77300 	 77899	 8048	 8647	 Image_CTE7019_2mm - Z 20x	 07_img_4_10.tif  
77899 	 78498	 8048	 8647	 Image_CTE7019_2mm - Z 20x	 07_img_4_11.tif  
78498 	 79097	 8048	 8647	 Image_CTE7019_2mm - Z 20x	 07_img_4_12.tif  
79097 	 79696	 8048	 8647	 Image_CTE7019_2mm - Z 20x	 07_img_4_13.tif  
79696 	 80295	 8048	 8647	 Image_CTE7019_2mm - Z 20x	 07_img_4_14.tif  
72508 	 73107	 8647	 9246	 Image_CTE7019_2mm - Z 20x	 07_img_5_2.tif  
73107 	 73706	 8647	 9246	 Image_CTE7019_2mm - Z 20x	 07_img_5_3.tif  
73706 	 74305	 8647	 9246	 Image_CTE7019_2mm - Z 20x	 07_img_5_4.tif  
74305 	 74904	 8647	 9246	 Image_CTE7019_2mm - Z 20x	 07_img_5_5.tif  
74904 	 75503	 8647	 9246	 Image_CTE7019_2mm - Z 20x	 07_img_5_6.tif  
75503 	 76102	 8647	 9246	 Image_CTE7019_2mm - Z 20x	 07_img_5_7.tif  
76102 	 76701	 8647	 9246	 Image_CTE7019_2mm - Z 20x	 07_img_5_8.tif  
76701 	 77300	 8647	 9246	 Image_CTE7019_2mm - Z 20x	 07_img_5_9.tif  
77300 	 77899	 8647	 9246	 Image_CTE7019_2mm - Z 20x	 07_img_5_10.tif  
77899 	 78498	 8647	 9246	 Image_CTE7019_2mm - Z 20x	 07_img_5_11.tif  
78498 	 79097	 8647	 9246	 Image_CTE7019_2mm - Z 20x	 07_img_5_12.tif  
79097 	 79696	 8647	 9246	 Image_CTE7019_2mm - Z 20x	 07_img_5_13.tif  
73706 	 74305	 9246	 9845	 Image_CTE7019_2mm - Z 20x	 07_img_6_4.tif  
74305 	 74904	 9246	 9845	 Image_CTE7019_2mm - Z 20x	 07_img_6_5.tif  
74904 	 75503	 9246	 9845	 Image_CTE7019_2mm - Z 20x	 07_img_6_6.tif  
75503 	 76102	 9246	 9845	 Image_CTE7019_2mm - Z 20x	 07_img_6_7.tif  
76102 	 76701	 9246	 9845	 Image_CTE7019_2mm - Z 20x	 07_img_6_8.tif  
76701 	 77300	 9246	 9845	 Image_CTE7019_2mm - Z 20x	 07_img_6_9.tif  
77300 	 77899	 9246	 9845	 Image_CTE7019_2mm - Z 20x	 07_img_6_10.tif  
77899 	 78498	 9246	 9845	 Image_CTE7019_2mm - Z 20x	 07_img_6_11.tif  
78498 	 79097	 9246	 9845	 Image_CTE7019_2mm - Z 20x	 07_img_6_12.tif  
79097 	 79696	 9246	 9845	 Image_CTE7019_2mm - Z 20x	 07_img_6_13.tif  
74305 	 74904	 9845	 10444	 Image_CTE7019_2mm - Z 20x	 07_img_7_5.tif  
74904 	 75503	 9845	 10444	 Image_CTE7019_2mm - Z 20x	 07_img_7_6.tif  
75503 	 76102	 9845	 10444	 Image_CTE7019_2mm - Z 20x	 07_img_7_7.tif  
76102 	 76701	 9845	 10444	 Image_CTE7019_2mm - Z 20x	 07_img_7_8.tif  
76701 	 77300	 9845	 10444	 Image_CTE7019_2mm - Z 20x	 07_img_7_9.tif  
77300 	 77899	 9845	 10444	 Image_CTE7019_2mm - Z 20x	 07_img_7_10.tif  
77899 	 78498	 9845	 10444	 Image_CTE7019_2mm - Z 20x	 07_img_7_11.tif  
78498 	 79097	 9845	 10444	 Image_CTE7019_2mm - Z 20x	 07_img_7_12.tif  
