x_start 	 x_end	 y_start	 y_end	 Original_image	 ROI_image  
61254 	 61853	 9788	 10387	 Image_NC6839_2mm - Z 20x	 06_img_1_4.tif  
61853 	 62452	 9788	 10387	 Image_NC6839_2mm - Z 20x	 06_img_1_5.tif  
62452 	 63051	 9788	 10387	 Image_NC6839_2mm - Z 20x	 06_img_1_6.tif  
63051 	 63650	 9788	 10387	 Image_NC6839_2mm - Z 20x	 06_img_1_7.tif  
63650 	 64249	 9788	 10387	 Image_NC6839_2mm - Z 20x	 06_img_1_8.tif  
64249 	 64848	 9788	 10387	 Image_NC6839_2mm - Z 20x	 06_img_1_9.tif  
64848 	 65447	 9788	 10387	 Image_NC6839_2mm - Z 20x	 06_img_1_10.tif  
65447 	 66046	 9788	 10387	 Image_NC6839_2mm - Z 20x	 06_img_1_11.tif  
66046 	 66645	 9788	 10387	 Image_NC6839_2mm - Z 20x	 06_img_1_12.tif  
60655 	 61254	 10387	 10986	 Image_NC6839_2mm - Z 20x	 06_img_2_3.tif  
61254 	 61853	 10387	 10986	 Image_NC6839_2mm - Z 20x	 06_img_2_4.tif  
61853 	 62452	 10387	 10986	 Image_NC6839_2mm - Z 20x	 06_img_2_5.tif  
62452 	 63051	 10387	 10986	 Image_NC6839_2mm - Z 20x	 06_img_2_6.tif  
63051 	 63650	 10387	 10986	 Image_NC6839_2mm - Z 20x	 06_img_2_7.tif  
63650 	 64249	 10387	 10986	 Image_NC6839_2mm - Z 20x	 06_img_2_8.tif  
64249 	 64848	 10387	 10986	 Image_NC6839_2mm - Z 20x	 06_img_2_9.tif  
64848 	 65447	 10387	 10986	 Image_NC6839_2mm - Z 20x	 06_img_2_10.tif  
65447 	 66046	 10387	 10986	 Image_NC6839_2mm - Z 20x	 06_img_2_11.tif  
66046 	 66645	 10387	 10986	 Image_NC6839_2mm - Z 20x	 06_img_2_12.tif  
60056 	 60655	 10986	 11585	 Image_NC6839_2mm - Z 20x	 06_img_3_2.tif  
60655 	 61254	 10986	 11585	 Image_NC6839_2mm - Z 20x	 06_img_3_3.tif  
61254 	 61853	 10986	 11585	 Image_NC6839_2mm - Z 20x	 06_img_3_4.tif  
61853 	 62452	 10986	 11585	 Image_NC6839_2mm - Z 20x	 06_img_3_5.tif  
62452 	 63051	 10986	 11585	 Image_NC6839_2mm - Z 20x	 06_img_3_6.tif  
63051 	 63650	 10986	 11585	 Image_NC6839_2mm - Z 20x	 06_img_3_7.tif  
63650 	 64249	 10986	 11585	 Image_NC6839_2mm - Z 20x	 06_img_3_8.tif  
64249 	 64848	 10986	 11585	 Image_NC6839_2mm - Z 20x	 06_img_3_9.tif  
64848 	 65447	 10986	 11585	 Image_NC6839_2mm - Z 20x	 06_img_3_10.tif  
65447 	 66046	 10986	 11585	 Image_NC6839_2mm - Z 20x	 06_img_3_11.tif  
59457 	 60056	 11585	 12184	 Image_NC6839_2mm - Z 20x	 06_img_4_1.tif  
60056 	 60655	 11585	 12184	 Image_NC6839_2mm - Z 20x	 06_img_4_2.tif  
60655 	 61254	 11585	 12184	 Image_NC6839_2mm - Z 20x	 06_img_4_3.tif  
61254 	 61853	 11585	 12184	 Image_NC6839_2mm - Z 20x	 06_img_4_4.tif  
61853 	 62452	 11585	 12184	 Image_NC6839_2mm - Z 20x	 06_img_4_5.tif  
62452 	 63051	 11585	 12184	 Image_NC6839_2mm - Z 20x	 06_img_4_6.tif  
63051 	 63650	 11585	 12184	 Image_NC6839_2mm - Z 20x	 06_img_4_7.tif  
63650 	 64249	 11585	 12184	 Image_NC6839_2mm - Z 20x	 06_img_4_8.tif  
64249 	 64848	 11585	 12184	 Image_NC6839_2mm - Z 20x	 06_img_4_9.tif  
64848 	 65447	 11585	 12184	 Image_NC6839_2mm - Z 20x	 06_img_4_10.tif  
65447 	 66046	 11585	 12184	 Image_NC6839_2mm - Z 20x	 06_img_4_11.tif  
59457 	 60056	 12184	 12783	 Image_NC6839_2mm - Z 20x	 06_img_5_1.tif  
60056 	 60655	 12184	 12783	 Image_NC6839_2mm - Z 20x	 06_img_5_2.tif  
60655 	 61254	 12184	 12783	 Image_NC6839_2mm - Z 20x	 06_img_5_3.tif  
61254 	 61853	 12184	 12783	 Image_NC6839_2mm - Z 20x	 06_img_5_4.tif  
61853 	 62452	 12184	 12783	 Image_NC6839_2mm - Z 20x	 06_img_5_5.tif  
62452 	 63051	 12184	 12783	 Image_NC6839_2mm - Z 20x	 06_img_5_6.tif  
63051 	 63650	 12184	 12783	 Image_NC6839_2mm - Z 20x	 06_img_5_7.tif  
63650 	 64249	 12184	 12783	 Image_NC6839_2mm - Z 20x	 06_img_5_8.tif  
64249 	 64848	 12184	 12783	 Image_NC6839_2mm - Z 20x	 06_img_5_9.tif  
64848 	 65447	 12184	 12783	 Image_NC6839_2mm - Z 20x	 06_img_5_10.tif  
65447 	 66046	 12184	 12783	 Image_NC6839_2mm - Z 20x	 06_img_5_11.tif  
59457 	 60056	 12783	 13382	 Image_NC6839_2mm - Z 20x	 06_img_6_1.tif  
60056 	 60655	 12783	 13382	 Image_NC6839_2mm - Z 20x	 06_img_6_2.tif  
60655 	 61254	 12783	 13382	 Image_NC6839_2mm - Z 20x	 06_img_6_3.tif  
61254 	 61853	 12783	 13382	 Image_NC6839_2mm - Z 20x	 06_img_6_4.tif  
61853 	 62452	 12783	 13382	 Image_NC6839_2mm - Z 20x	 06_img_6_5.tif  
62452 	 63051	 12783	 13382	 Image_NC6839_2mm - Z 20x	 06_img_6_6.tif  
63051 	 63650	 12783	 13382	 Image_NC6839_2mm - Z 20x	 06_img_6_7.tif  
63650 	 64249	 12783	 13382	 Image_NC6839_2mm - Z 20x	 06_img_6_8.tif  
64249 	 64848	 12783	 13382	 Image_NC6839_2mm - Z 20x	 06_img_6_9.tif  
64848 	 65447	 12783	 13382	 Image_NC6839_2mm - Z 20x	 06_img_6_10.tif  
60056 	 60655	 13382	 13981	 Image_NC6839_2mm - Z 20x	 06_img_7_2.tif  
60655 	 61254	 13382	 13981	 Image_NC6839_2mm - Z 20x	 06_img_7_3.tif  
61254 	 61853	 13382	 13981	 Image_NC6839_2mm - Z 20x	 06_img_7_4.tif  
61853 	 62452	 13382	 13981	 Image_NC6839_2mm - Z 20x	 06_img_7_5.tif  
62452 	 63051	 13382	 13981	 Image_NC6839_2mm - Z 20x	 06_img_7_6.tif  
63051 	 63650	 13382	 13981	 Image_NC6839_2mm - Z 20x	 06_img_7_7.tif  
63650 	 64249	 13382	 13981	 Image_NC6839_2mm - Z 20x	 06_img_7_8.tif  
64249 	 64848	 13382	 13981	 Image_NC6839_2mm - Z 20x	 06_img_7_9.tif  
64848 	 65447	 13382	 13981	 Image_NC6839_2mm - Z 20x	 06_img_7_10.tif  
61254 	 61853	 13981	 14580	 Image_NC6839_2mm - Z 20x	 06_img_8_4.tif  
61853 	 62452	 13981	 14580	 Image_NC6839_2mm - Z 20x	 06_img_8_5.tif  
62452 	 63051	 13981	 14580	 Image_NC6839_2mm - Z 20x	 06_img_8_6.tif  
63051 	 63650	 13981	 14580	 Image_NC6839_2mm - Z 20x	 06_img_8_7.tif  
63650 	 64249	 13981	 14580	 Image_NC6839_2mm - Z 20x	 06_img_8_8.tif  
64249 	 64848	 13981	 14580	 Image_NC6839_2mm - Z 20x	 06_img_8_9.tif  
61853 	 62452	 14580	 15179	 Image_NC6839_2mm - Z 20x	 06_img_9_5.tif  
